user_name,comment,replies,titles,urlis,times,company,polarity
Blacksmith64,Can't argue with facts!,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6984730341195121669&preview_pb=0&share_comment_id=7219094183926547205&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 00:12:43+00:00,,50
John Halsey,😂😂😂too funny,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6856985626153255941&preview_pb=0&share_comment_id=7219094269154886443&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 00:12:59+00:00,,80
Heather Bettmeng,fantastic 😂🥰,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6654164238032240645&preview_pb=0&share_comment_id=7219094318846313262&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 00:13:10+00:00,,80
kelsmg,Omg I cackled,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6774119302703662086&preview_pb=0&share_comment_id=7219094338394030894&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 00:13:12+00:00,,50
heatherly,"omg!! I was like...is that Darcy? I'm scared....then the kiss...🥰🥰🥰🥰
love y'all",0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6862539547998422021&preview_pb=0&share_comment_id=7219150167122510634&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:49:54+00:00,,80
Monica Ingle Scott,🥰,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6942466582217573381&preview_pb=0&share_comment_id=7219150604441502507&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:51:37+00:00,,70
MrCotto1968,😂😂😂,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=7015318966470804486&preview_pb=0&share_comment_id=7219150824205730603&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:52:25+00:00,,100
SaltyCountyGirl,You guys are awesome.,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6842027618134295558&preview_pb=0&share_comment_id=7219150848261260075&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:52:36+00:00,,80
Kizkiss,😂,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6627263918131855366&preview_pb=0&share_comment_id=7219145283251192622&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:30:58+00:00,,50
Losa Shadow,😂😂😂,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6972367056558015493&preview_pb=0&share_comment_id=7219143275062739754&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:23:06+00:00,,80
JoJo,Love love love this!!,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6743208164940907525&preview_pb=0&share_comment_id=7219143318785737518&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:23:21+00:00,,100
Johnizan Bowers,Love this!!!,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6795564398045430789&preview_pb=0&share_comment_id=7219144148996408106&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:26:29+00:00,,100
Chrissy Boyles,I love the hell out of you two!,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6795748185472451590&preview_pb=0&share_comment_id=7219144394833642282&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:27:31+00:00,,80
KimmyB,This is the BEST 😂😂😂😂,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6940091010001732613&preview_pb=0&share_comment_id=7219144500491453189&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:27:58+00:00,,100
Chillaxin,I live in the rural Midwest and the absolute uproar right now lol.,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6873593855611421701&preview_pb=0&share_comment_id=7219145085847274286&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:30:20+00:00,,-20
chiefhtp,go cats go,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6714120730030818309&preview_pb=0&share_comment_id=7219145203029525290&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:30:40+00:00,,20
𝐹𝐿𝒟𝒶𝒹𝐿𝒾𝒻𝑒,Yuengling has always been the best.,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=7138973429766013998&preview_pb=0&share_comment_id=7219135032878072618&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 02:51:09+00:00,,-50
Midnite66,🥰Lol...love it,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6869178288628892678&preview_pb=0&share_comment_id=7219695258454803243&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-08 15:05:11+00:00,,70
Myself,🥰,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6732854334860706821&preview_pb=0&share_comment_id=7219695189148500742&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-08 15:04:54+00:00,,70
Monique Carabajal,omgeeeee! I luv you so much! ❤️❤️,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6628020852415119365&preview_pb=0&share_comment_id=7219145559759160106&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:32:01+00:00,,100
Joshua Lee,Love it!!!,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6872778458733904902&preview_pb=0&share_comment_id=7219145592386880302&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:32:08+00:00,,100
Connie Jo,😂😂😂🥰🥰🥰,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6826723558691128325&preview_pb=0&share_comment_id=7219145840819274538&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:33:04+00:00,,60
user4897562961612,I'm surprised no one else has commented on how this is very Cam from Modern Family vibes 😍🥰,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6806674302080386054&preview_pb=0&share_comment_id=7219145830815744773&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:33:08+00:00,,20
Lovey&Aavi,🤣🤣🤣🤣🤣. I love it!!!,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6550364178962453504&preview_pb=0&share_comment_id=7219145983224120107&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:33:37+00:00,,100
Don Hoffman,I'm following now 🙂,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6879904614759646214&preview_pb=0&share_comment_id=7219146221281592107&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:34:40+00:00,,50
Debbie,This is priceless!! 🤠🍻🌈,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6960270367604704261&preview_pb=0&share_comment_id=7219146419593577262&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 03:35:26+00:00,,85
Kelye Rose 💙 FDT!,I freaking love y’all!,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6781520805555749894&preview_pb=0&share_comment_id=7219127930160218923&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 02:23:37+00:00,,75
v@|♡nt!ne,yessssss🥰,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=7130257526221849646&preview_pb=0&share_comment_id=7219126604454871854&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 02:18:26+00:00,,70
SapphireSigma🆘🇺🇸,🥰,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6938549842918802437&preview_pb=0&share_comment_id=7219126858284761898&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 02:19:26+00:00,,70
dinglehoover,well done.,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=7025654431500895238&preview_pb=0&share_comment_id=7219127235419505413&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 02:21:01+00:00,,50
WoodlandHip,🥰,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6813013989229364229&preview_pb=0&share_comment_id=7219127394617099054&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 02:21:36+00:00,,70
Kristen Koepf,😂 I love this so much!,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6793729192657241094&preview_pb=0&share_comment_id=7219127565469647659&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 02:22:13+00:00,,80
Nikki,Love you guys 😁,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=7010655134515610630&preview_pb=0&share_comment_id=7219127809342800686&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 02:23:06+00:00,,75
Rockymountian momma,This is absolutely AWESOM😂,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6888867312667460613&preview_pb=0&share_comment_id=7219128023145251630&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 02:24:01+00:00,,100
JMAC6066,😂😂,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=7112563283882165254&preview_pb=0&share_comment_id=7219128080277897989&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 02:24:20+00:00,,80
Elle Martin - Author,🥰,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6914497624159454213&preview_pb=0&share_comment_id=7219128137128297262&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 02:24:22+00:00,,70
CMichelle Sparks,😳😁😂😂😂🥰,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=7062532247572317231&preview_pb=0&share_comment_id=7219128164836246314&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 02:24:35+00:00,,85
Logan Mallory,yessss 👏👏,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6545971121661050881&preview_pb=0&share_comment_id=7219317695077073707&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:40:02+00:00,,50
Jacob 1918,that transition was perfect 😂,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=7068719885060736042&preview_pb=0&share_comment_id=7219317852657173290&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:40:40+00:00,,75
Cassibucci 🇨🇦,I adore you two! This is perfection!,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6783380447516623878&preview_pb=0&share_comment_id=7219317979069104901&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:41:04+00:00,,100
Ken Essa,You imitated them so well that the kiss genuinely confused me for way too long 😂😂😂😂,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6775678461018293253&preview_pb=0&share_comment_id=7219318010031473450&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:41:11+00:00,,40
Poncho71,You 2 are so cute! This Bud's for you! Dilly Dilly! 🍻,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6995522038303785989&preview_pb=0&share_comment_id=7219317996253872939&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:41:16+00:00,,75
the44fit,🤣🤣🤣👌🏽brilliant!🤣🤣🤣,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6961143019132044293&preview_pb=0&share_comment_id=7219318040432427818&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:41:28+00:00,,100
sp061183,Omg I love this so much 😂🥰,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6795353246690247685&preview_pb=0&share_comment_id=7219318045708747563&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:41:30+00:00,,80
Lindsay,👏🏻👏🏻👏🏻😂😂😂.. YES!!!,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6991566576147842053&preview_pb=0&share_comment_id=7219314447114093318&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:27:31+00:00,,70
✩𝚔𝚊𝚝𝚊𝚛𝚒𝚗𝚊✩,I legit thought this was a random trump lovin accnt and then I saw Darcy and my jaw dropped 😹🫶🏼,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6863460954811728902&preview_pb=0&share_comment_id=7219313101232849707&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:22:18+00:00,,50
Adrina Tiffany,😂😂😂 Awesome!!,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6815244644256941062&preview_pb=0&share_comment_id=7219313154882372395&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:22:35+00:00,,100
Samoan Tõ Crisco - Love,😂😂😂 love you guys,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6923393161671148550&preview_pb=0&share_comment_id=7219313347681927978&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:23:17+00:00,,100
Aiden k,I love y’all this killed me,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=7003810119240107013&preview_pb=0&share_comment_id=7219313539398501163&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:23:58+00:00,,80
Christi W,I love this so much! 🥰 Thank u! The ending is perfect 😂😂,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6635225863581335557&preview_pb=0&share_comment_id=7219313654422930222&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:24:18+00:00,,100
Nicenursej,YEAH! You rocked it Sir.,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=7028771547038123013&preview_pb=0&share_comment_id=7219313620581237550&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:24:20+00:00,,80
Viki,Love this!!!,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6807520169989161990&preview_pb=0&share_comment_id=7219313755052753669&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:24:41+00:00,,100
Kimberly,😂😂 plot twist! I love it.,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=7021369597636051973&preview_pb=0&share_comment_id=7219313745263608622&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:24:44+00:00,,100
user8916710565421,I was on a rollercoaster ride here. Didn’t know if I was with you or not. The end cleared it up. I’m with ya 👍,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6810808738959787014&preview_pb=0&share_comment_id=7219314095096185646&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:26:13+00:00,,25
bethali63,Loved this 🥰,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=7039478484179960837&preview_pb=0&share_comment_id=7219314102410363694&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:26:14+00:00,,70
Steve831,🤣🤣🤣👏👏👏💯💯💯,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6982772580969153542&preview_pb=0&share_comment_id=7219445003813978926&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 22:54:01+00:00,,70
The ruckus,Lmao this is hilarious,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6811169280610370566&preview_pb=0&share_comment_id=7219314488460542763&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:27:36+00:00,,60
💙Rae💙,yesssss! love this!!🤣❤️,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=7108546700024742955&preview_pb=0&share_comment_id=7219315006237442862&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:29:46+00:00,,85
CP,I just love you 😂,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6938749434323174406&preview_pb=0&share_comment_id=7219315120576267050&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:30:08+00:00,,70
Antonio Garcia,It’s so true I don’t know how to regulate my emotions lol😂,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6858196903109985286&preview_pb=0&share_comment_id=7219315115863556910&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:30:12+00:00,,10
aaronjones960,Perfect!,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6952928295026017286&preview_pb=0&share_comment_id=7219315203158360878&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:30:25+00:00,,100
Alana Kay,Omggg I’m cryingggg 😂😂😂,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=7025947402527851526&preview_pb=0&share_comment_id=7219315250532270890&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:30:38+00:00,,60
KyleF.,Nice!!! I honestly didn't recognize you. You win the internet today and it is only 930am here,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6936609073178559493&preview_pb=0&share_comment_id=7219315521635320619&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:31:38+00:00,,80
RedCollarBlueNeck,The freedom point to a tee!!!,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6913579431408976901&preview_pb=0&share_comment_id=7219315606372942634&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:31:58+00:00,,75
colo.mtn.girl,Love it 😂,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=7107454475577984046&preview_pb=0&share_comment_id=7219315718339429166&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 14:32:21+00:00,,80
user1964579420994,Ahahahahahahahahaha!!!!!!!!!!!! Go get ‘em! 🤣,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6822003654498026502&preview_pb=0&share_comment_id=7219451671200531243&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 23:19:50+00:00,,85
None,We’ll said,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=7057197079738778629&preview_pb=0&share_comment_id=7219452833011516202&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 23:24:30+00:00,,-10
Danelle,"I don’t like beer, but am considering trying to drink it in support!",0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6928917859427337222&preview_pb=0&share_comment_id=7219300455213400874&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 13:33:20+00:00,,10
Purple moon 🌙 🆘 🇺🇸,This is amazing!,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6809752975004369925&preview_pb=0&share_comment_id=7219300552521794346&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 13:33:51+00:00,,80
Mali_Lou,Omg this is the best.,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6972121824059098117&preview_pb=0&share_comment_id=7219300681403040555&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 13:34:05+00:00,,80
Art...🇨🇦🇵🇭,did not see that coming...lol...😂😂😂🥰,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6964517042205606917&preview_pb=0&share_comment_id=7219300909783073542&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 13:34:55+00:00,,50
Chrissie Delilah Cel,Accurate! 🙌🏻,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6784592403975914502&preview_pb=0&share_comment_id=7219300972998148910&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 13:35:26+00:00,,80
JessamyNic,😂This is amazing! You two are hilarious,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6940007474569774086&preview_pb=0&share_comment_id=7219452156133901099&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 23:21:48+00:00,,80
NateCo1968,Awesome!!,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6985150942022992901&preview_pb=0&share_comment_id=7219300020927365931&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 13:31:49+00:00,,100
user964206392705,😂😂😂😂this is awesome,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6811288681325560838&preview_pb=0&share_comment_id=7219301452492800811&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 13:37:08+00:00,,100
Karl Robert,That was awesome!,0,And thats the tea on bud #budlight #dylanmulvaney #satire ,https://m.tiktok.com/v/7219018735737195782.html?_d=egleckh145dhmb&comment_author_id=6842558100005651462&preview_pb=0&share_comment_id=7219301501398205227&share_item_id=7219018735737195782&sharer_language=en&source=h5_m&u_code=0,2023-04-07 13:37:18+00:00,,100
